,label,transcript
4855,CM13_B2_C10_M7,line
4856,M14_B3_LG_M7,golf
4857,CM13_B2_LE_M6,echo
4858,CM13_B1_UW41_M8,inalienable
4859,M14_B2_D2_M7,2
4860,CM13_B3_C2_M3,backspace
4861,CM13_B1_UW81_M5,moisten
4862,M16_B3_UW90_M7,green
4863,CM13_B1_CW65_M6,kim
4864,CM13_B3_UW69_M7,equilibrium
4865,F04_B3_UW88_M8,frog
4866,CM13_B3_CW9_M8,that
4867,CM13_B3_CW68_M5,has
4868,M14_B1_CW4_M6,hey
4869,M16_B3_CW96_M6,belated
4870,CM13_B2_C1_M5,command
4871,F04_B2_LJ_M7,julia
4872,CM13_B3_UW60_M6,browbeat
4873,CM13_B1_UW64_M7,choice
4874,M14_B1_CW51_M7,NA
4875,CM13_B1_CW76_M3,way
4876,M14_B3_C16_M5,upwork
4877,CM13_B3_LI_M7,india
4878,CM13_B2_UW88_M7,blue
4879,M14_B2_CW7_M6,is
4880,CM13_B2_CW76_M7,way
4881,M16_B1_D0_M6,NA
4882,CM13_B2_UW95_M5,pencil
4883,M16_B1_CW53_M8,NA
4884,F04_B1_UW21_M8,achieve
4885,CM13_B3_LX_M5,x-ray
4886,CM13_B2_CW16_M3,as
4887,CM13_B3_D9_M6,9
4888,F04_B2_CW90_M5,long
4889,F04_B3_UW59_M5,while
4890,CM13_B1_CW94_M8,get
4891,CM13_B1_UW1_M5,naturalization
4892,F04_B1_LY_M3,pinky
4893,CM13_B1_UW46_M8,mustache
4894,CM13_B2_CW1_M5,duh
4895,M16_B2_UW15_M6,abbreviate this
4896,M14_B3_CW49_M6,if
4897,M14_B2_CW81_M5,first
4898,M16_B3_CW78_M8,people
4899,CM13_B1_CW81_M7,first
4900,F04_B1_LH_M8,hotel
4901,M16_B3_CW44_M7,which
4902,M16_B1_UW73_M6,ghoulish
4903,CM13_B2_UW52_M7,bluebells
4904,M14_B3_LB_M6,bro
4905,CM13_B3_CW99_M6,oh
4906,CM13_B1_UW37_M6,eyebrows
4907,M16_B1_UW66_M8,cobleskill
4908,F04_B2_CW57_M6,them
4909,M14_B3_CW87_M3,it's
4910,F04_B3_CW10_M5,it
4911,M14_B1_CW71_M3,right
4912,M14_B2_LB_M7,bravo
4913,F04_B2_CW31_M7,NA
4914,F04_B1_UW83_M3,tree
4915,CM13_B3_UW84_M8,pajamas
4916,F04_B3_CW53_M6,about
4917,M14_B2_UW81_M5,endowment
4918,M16_B3_D3_M5,NA
4919,F04_B3_C8_M7,control
4920,M16_B2_CW98_M7,freak
4921,M16_B3_UW66_M3,NA
4922,CM13_B2_UW81_M7,endowments
4923,CM13_B3_UW77_M5,nausea
4924,CM13_B2_CW9_M8,that
4925,M14_B2_C4_M5,answer
4926,F04_B3_UW35_M5,dying
4927,M14_B3_UW44_M5,forgetfulness
4928,CM13_B3_CW43_M8,each
4929,CM13_B2_UW36_M6,authoritative
4930,M16_B3_UW60_M7,where are we
4931,CM13_B2_CW11_M7,he
4932,CM13_B2_UW46_M3,bengal
4933,M16_B1_C18_M5,left
4934,F04_B1_CW43_M5,each
4935,CM13_B2_CW60_M8,some
4936,CM13_B2_C1_M6,command
4937,M16_B2_C12_M8,sestak
4938,CM13_B3_CW6_M6,in
4939,F04_B1_CW71_M7,right
4940,CM13_B3_UW49_M6,demolish
4941,CM13_B1_UW86_M6,cup
4942,CM13_B1_CW78_M8,people
4943,CM13_B3_LG_M8,golf
4944,F04_B1_LY_M8,pinky
4945,F04_B1_CW63_M3,make
4946,F04_B1_UW84_M7,window
4947,F04_B3_UW5_M8,grid
4948,M14_B3_UW20_M8,NA
4949,CM13_B2_CW90_M8,long
4950,CM13_B2_CW67_M3,time
4951,CM13_B3_CW2_M5,NA
4952,F04_B3_CW10_M8,it
4953,M16_B1_UW38_M8,21
4954,M16_B2_UW19_M6,NA
4955,M14_B2_LI_M6,india
4956,CM13_B1_LV_M7,victor
4957,CM13_B3_UW3_M7,fayetteville
4958,CM13_B1_CW25_M5,from
4959,F04_B2_D3_M7,3
4960,M16_B1_UW48_M3,NA
4961,CM13_B3_UW34_M6,sympathize
4962,M14_B1_UW49_M7,how
4963,CM13_B3_CW20_M5,bye
4964,CM13_B3_CW92_M7,day
4965,F04_B3_CW71_M3,right
4966,M14_B3_UW70_M6,fathom
4967,CM13_B2_C14_M8,cut
4968,M14_B1_UW54_M7,NA
4969,CM13_B3_CW88_M8,now
4970,M16_B3_C19_M8,light
4971,CM13_B3_CW89_M8,find
4972,CM13_B2_UW43_M8,battleship
4973,M14_B1_CW78_M7,people
4974,M14_B3_UW98_M5,i had
4975,F04_B3_LM_M3,mike
4976,M14_B1_CW35_M5,wii
4977,M16_B3_CW44_M8,which
4978,CM13_B1_UW56_M8,ashamed
4979,F04_B1_CW60_M8,dumb
4980,M16_B1_CW4_M3,NA
4981,CM13_B3_CW67_M5,time
4982,M16_B2_UW48_M6,facebook
4983,CM13_B1_UW61_M3,burroughs
4984,M16_B1_UW29_M7,NA
4985,F04_B2_CW83_M7,ben
4986,CM13_B3_UW35_M7,design
4987,M16_B3_CW45_M3,NA
4988,F04_B1_UW43_M7,jackdaws
4989,M14_B3_CW2_M5,NA
4990,CM13_B2_C16_M5,upward
4991,CM13_B1_UW30_M7,cheshire
4992,M14_B3_C11_M3,paragraph
4993,CM13_B1_CW67_M8,time
4994,F04_B2_CW20_M5,NA
4995,M14_B3_CW93_M6,in
4996,CM13_B3_CW21_M7,at
4997,CM13_B2_CW60_M3,some
4998,CM13_B1_CW47_M5,how
4999,M14_B1_UW41_M3,in alien
5000,M14_B1_UW90_M6,ball
5001,CM13_B3_CW8_M5,you
5002,CM13_B1_CW15_M5,ar
5003,CM13_B3_CW7_M8,is
5004,F04_B2_UW35_M5,i trust you
5005,CM13_B1_CW84_M7,call
5006,CM13_B2_CW50_M3,will
5007,M16_B3_UW45_M7,NA
5008,M14_B1_CW25_M5,from
5009,M14_B2_CW54_M3,out
5010,CM13_B2_CW86_M8,oil
5011,M16_B2_LY_M7,yankee
5012,M16_B1_D3_M6,safari
5013,CM13_B3_LX_M8,x-ray
5014,CM13_B1_CW11_M5,key
5015,F04_B2_UW37_M7,aversion
5016,M14_B2_UW89_M5,rabbit
5017,CM13_B1_LL_M3,lima
5018,M16_B2_UW44_M5,NA
5019,CM13_B3_UW16_M5,moonshine
5020,CM13_B1_UW84_M7,window
5021,CM13_B2_CW23_M3,this
5022,CM13_B2_CW63_M8,make
5023,CM13_B1_LY_M6,yankee
5024,M16_B1_CW27_M8,NA
5025,M14_B1_CW56_M5,then
5026,M14_B1_CW60_M7,some
5027,CM13_B2_CW39_M8,said
5028,F04_B3_UW8_M6,hayward
5029,CM13_B1_CW9_M6,that
5030,CM13_B3_CW61_M7,her
5031,F04_B1_CW20_M3,i
5032,CM13_B2_UW20_M3,adjacent
5033,M16_B1_UW56_M3,asurion
5034,M14_B3_UW12_M3,joyful
5035,CM13_B3_CW26_M6,or
5036,F04_B1_CW66_M6,into
5037,M14_B2_LI_M5,india
5038,F04_B2_UW92_M3,fishing
5039,F04_B1_CW46_M3,do
5040,CM13_B2_UW38_M7,bachelor
5041,CM13_B3_UW74_M8,judith
5042,M14_B3_CW12_M6,what's
5043,F04_B1_D2_M7,2
5044,F04_B2_UW39_M8,babe
5045,CM13_B2_UW91_M5,orange
5046,CM13_B1_UW78_M6,interwoven
5047,CM13_B1_UW90_M8,ball
5048,M16_B3_CW6_M8,NA
5049,M14_B3_CW77_M6,could
5050,F04_B1_UW56_M3,a shame
5051,F04_B2_UW33_M6,approach
5052,M14_B1_CW71_M8,right
5053,M16_B2_UW18_M8,obituaries
5054,F04_B2_UW80_M6,emilio
5055,M16_B2_UW58_M7,boyhood
5056,M16_B3_UW83_M3,drones
5057,M16_B1_C2_M7,chuck's place
5058,M16_B1_CW79_M3,long
5059,CM13_B2_UW91_M6,orange
5060,CM13_B2_CW96_M3,made
5061,CM13_B2_C14_M7,cut
5062,CM13_B2_CW59_M3,so
5063,CM13_B1_UW5_M5,psychological
5064,M16_B1_C1_M8,NA
5065,M16_B1_LJ_M7,juliet
5066,F04_B3_UW67_M5,dodgers
5067,CM13_B2_CW19_M7,today
5068,F04_B1_CW15_M3,ar
5069,CM13_B3_UW96_M5,fire
5070,CM13_B1_C14_M6,cut
5071,CM13_B2_UW56_M6,bother
5072,CM13_B3_CW42_M7,an
5073,CM13_B3_D9_M3,9
5074,CM13_B3_LE_M8,echo
5075,CM13_B2_CW97_M6,mets
5076,M14_B3_D7_M5,7
5077,CM13_B3_UW39_M7,wherewithal
5078,M14_B1_CW45_M8,she
5079,CM13_B2_UW1_M5,mouse
5080,CM13_B3_C18_M8,left
5081,M14_B1_LL_M6,lime
5082,F04_B2_UW28_M3,anybody
5083,M16_B2_UW39_M5,NA
5084,CM13_B3_UW11_M5,jowls
5085,CM13_B3_UW28_M8,righteous
5086,CM13_B1_C11_M5,paragraph
5087,F04_B3_D5_M8,NA
5088,CM13_B2_C17_M7,downward
5089,M14_B3_CW86_M5,oil
5090,CM13_B1_UW50_M6,promulgate
5091,M16_B2_UW32_M7,airport
5092,M16_B3_UW72_M6,NA
5093,CM13_B2_UW48_M8,he took
5094,F04_B1_UW14_M7,nothing
5095,CM13_B2_CW30_M3,but
5096,M16_B3_UW4_M6,oil
5097,M16_B1_UW78_M8,angel walton
5098,CM13_B1_UW28_M6,bouquets
5099,M14_B3_UW96_M3,fire
5100,M14_B2_UW31_M5,preacher
5101,M14_B2_UW19_M5,adhesion
5102,CM13_B2_D0_M7,0
5103,CM13_B1_CW77_M8,could
5104,CM13_B2_UW4_M5,penny worth
5105,CM13_B3_D5_M3,5
5106,M14_B3_UW57_M7,washerwoman
5107,M14_B1_C2_M6,backspace
5108,CM13_B2_CW6_M6,in
5109,M14_B2_UW52_M7,bluebells
5110,M14_B3_CW30_M7,NA
5111,M14_B2_CW72_M5,go
5112,F04_B2_D8_M5,NA
5113,F04_B1_C8_M7,control
5114,CM13_B1_UW34_M6,epithet
5115,F04_B2_CW89_M3,find
5116,CM13_B2_UW76_M5,displeasure
5117,F04_B2_LG_M3,golf
5118,CM13_B2_UW25_M8,aloof
5119,F04_B1_LJ_M5,juliet
5120,F04_B2_LQ_M7,quebec
5121,F04_B3_UW7_M5,hangar
5122,CM13_B3_UW2_M8,exploit
5123,F04_B1_C11_M8,paragraph
5124,CM13_B3_CW94_M5,get
5125,M16_B1_C3_M6,delete
5126,M16_B2_UW82_M5,wall
5127,CM13_B1_CW54_M5,out
5128,F04_B3_CW51_M6,NA
5129,CM13_B1_UW9_M6,cowboys
5130,M16_B3_CW94_M3,kids
5131,M16_B1_CW91_M3,dial
5132,M16_B3_UW47_M5,NA
5133,CM13_B3_CW16_M5,as
5134,M16_B2_UW5_M7,reunited
5135,M16_B3_CW1_M3,NA
5136,M16_B2_LN_M8,NA
5137,M16_B1_UW9_M6,NA
5138,CM13_B1_CW55_M8,many
5139,CM13_B3_CW76_M5,way
5140,CM13_B1_C16_M7,upward
5141,CM13_B2_UW15_M7,abbreviated
5142,CM13_B1_C1_M6,command
5143,CM13_B2_CW31_M8,not
5144,F04_B3_UW59_M3,wire
5145,CM13_B2_UW18_M8,absorb
5146,CM13_B1_CW62_M7,wood
5147,CM13_B2_UW9_M3,skyward
5148,M16_B2_UW46_M7,NA
5149,F04_B3_UW62_M6,choking
5150,F04_B2_UW95_M5,penta
5151,M16_B2_C4_M6,enter
5152,M14_B2_UW87_M3,car
5153,CM13_B1_LO_M5,oscar
5154,M14_B1_UW89_M6,girl
5155,M14_B3_CW45_M5,she
5156,M14_B3_CW92_M5,dang
5157,CM13_B2_CW57_M5,them
5158,F04_B3_UW57_M5,washerwoman
5159,CM13_B3_CW65_M6,kim
5160,F04_B3_CW70_M3,NA
5161,M14_B1_UW84_M6,lingo
5162,CM13_B1_UW73_M3,goulash
5163,F04_B3_LC_M8,charlie
5164,CM13_B2_UW11_M3,supreme
5165,CM13_B1_D6_M7,6
5166,M14_B3_LU_M3,NA
5167,F04_B1_CW54_M7,out
5168,CM13_B2_CW17_M3,with
5169,M16_B3_LH_M3,hotel
5170,M16_B3_LK_M8,kilo
5171,F04_B3_CW89_M6,find
5172,F04_B1_UW23_M3,autobiography
5173,M14_B3_UW17_M5,nathaniel
5174,CM13_B1_UW44_M6,journalism
5175,M16_B3_D3_M8,NA
5176,CM13_B1_LK_M8,kilo
5177,F04_B2_LP_M7,papa
5178,CM13_B1_UW45_M3,legislature
5179,CM13_B2_UW64_M6,butcher
5180,CM13_B3_UW49_M8,demolish
5181,M14_B1_UW9_M7,cowboys
5182,CM13_B1_UW26_M6,behavior
5183,CM13_B1_C6_M5,escape
5184,CM13_B2_UW47_M3,que crees
5185,CM13_B1_CW14_M7,on
5186,CM13_B2_CW74_M8,number
5187,CM13_B2_LV_M7,victor
5188,CM13_B3_UW19_M7,nowhere
5189,CM13_B3_CW49_M8,if
5190,CM13_B3_UW54_M7,rollie pollie
5191,CM13_B2_UW40_M6,baths
5192,M14_B3_UW52_M6,observation
5193,CM13_B1_CW6_M8,in
5194,M14_B2_LZ_M7,zoo
5195,CM13_B2_LH_M3,hotel
5196,F04_B3_UW72_M7,homeopathy
5197,M16_B2_UW77_M5,this picture
5198,M16_B3_UW93_M5,NA
5199,CM13_B1_UW57_M7,asia
5200,CM13_B3_UW42_M6,massachusetts
5201,M14_B2_UW5_M6,ryu 9
5202,CM13_B2_UW94_M5,feather
5203,M16_B2_D8_M5,8
5204,F04_B2_CW64_M8,like
5205,M16_B2_CW61_M5,NA
5206,CM13_B1_UW34_M8,epithet
5207,M14_B1_LY_M7,yankee
5208,CM13_B2_C19_M6,right
5209,M14_B2_LJ_M3,joliet
5210,M14_B2_CW3_M5,hand
5211,M16_B3_CW84_M8,call
5212,M16_B2_UW69_M6,tide
5213,CM13_B2_CW41_M3,use
5214,M14_B3_LL_M3,lima
5215,CM13_B3_CW33_M6,all
5216,M16_B2_D7_M6,richard sherman
5217,M16_B1_UW27_M3,NA
5218,CM13_B2_CW71_M3,right
5219,F04_B2_CW73_M5,NA
5220,M14_B3_CW65_M7,him
5221,M16_B2_CW44_M3,works
5222,F04_B3_CW67_M8,NA
5223,CM13_B2_D1_M6,1
5224,CM13_B2_CW7_M8,is
5225,M16_B3_CW52_M5,NA
5226,M16_B1_CW21_M3,NA
5227,F04_B3_UW94_M6,lied
5228,F04_B3_CW50_M8,well
5229,CM13_B3_UW85_M7,flowers
5230,F04_B3_LU_M5,NA
5231,F04_B3_C5_M6,NA
5232,CM13_B1_LU_M6,uniform
5233,CM13_B1_CW11_M6,key
5234,M16_B2_CW66_M3,into
5235,M14_B2_LF_M6,fox drive
5236,F04_B1_C6_M5,escape
5237,CM13_B3_UW73_M7,inexhaustible
5238,CM13_B2_UW54_M7,bosom
5239,CM13_B2_C5_M5,tab
5240,M16_B2_UW26_M5,volvo
5241,M14_B2_C7_M5,aws
5242,CM13_B2_UW54_M5,bosom
5243,M16_B1_CW91_M7,dial
5244,CM13_B1_UW99_M7,yellow
5245,F04_B2_UW61_M6,buffoon
5246,M14_B1_UW65_M5,chowder
5247,M14_B1_CW22_M8,b
5248,M16_B1_CW39_M5,shed
5249,CM13_B1_UW17_M5,pennsylvania
5250,M16_B1_CW49_M3,if
5251,F04_B1_C13_M5,paint
5252,M16_B3_LU_M6,uniform
5253,CM13_B2_CW52_M8,weather
5254,M16_B3_D8_M8,8
5255,F04_B3_UW74_M7,judith
5256,M14_B1_UW57_M7,asia
5257,M16_B1_UW6_M3,NA
5258,M16_B3_UW7_M8,NA
5259,CM13_B2_C3_M6,delete
5260,CM13_B1_LO_M7,oscar
5261,CM13_B3_LB_M5,bravo
5262,M16_B2_CW2_M6,NA
5263,CM13_B3_UW81_M3,sandpiper
5264,CM13_B2_C3_M7,delete
5265,M14_B1_UW25_M3,baby
5266,M16_B3_CW98_M8,torrid
5267,M16_B3_CW7_M5,NA
5268,M16_B2_CW18_M5,is
5269,F04_B2_C19_M8,right
5270,CM13_B2_CW48_M6,there
5271,M16_B3_C2_M5,lord space
5272,M14_B2_LV_M8,picture
5273,M14_B3_C10_M3,line
5274,CM13_B2_CW85_M3,who
5275,M14_B3_CW95_M7,come
5276,CM13_B3_CW92_M6,day
5277,M16_B1_UW97_M5,NA
5278,CM13_B1_CW50_M8,will
5279,M14_B3_CW52_M6,other
5280,M14_B3_UW45_M7,quadruple
5281,CM13_B2_C13_M5,paste
5282,CM13_B1_CW77_M5,could
5283,CM13_B2_UW45_M8,beleaguering
5284,M16_B2_CW30_M7,NA
5285,CM13_B2_UW67_M7,catholic
5286,CM13_B1_CW31_M8,not
5287,F04_B2_LW_M3,whiskey
5288,CM13_B2_CW46_M7,do
5289,M16_B3_CW13_M6,4
5290,M14_B1_UW58_M5,azure
5291,CM13_B1_UW97_M8,duck
5292,CM13_B3_CW81_M5,first
5293,CM13_B3_UW15_M8,missouri
5294,CM13_B3_CW90_M7,long
5295,M14_B1_CW16_M3,NA
5296,F04_B1_CW35_M6,wii
5297,CM13_B1_UW41_M6,inalienable
5298,M14_B1_CW42_M7,NA
5299,M16_B3_CW38_M5,NA
5300,F04_B3_UW77_M8,nausea
5301,CM13_B2_CW55_M6,many
5302,CM13_B3_CW34_M7,where
5303,M16_B3_UW30_M3,NA
5304,F04_B3_CW53_M7,about
5305,CM13_B2_CW80_M5,dan
5306,CM13_B1_UW90_M6,ball
5307,M16_B2_C12_M7,sestak
5308,M14_B1_CW34_M5,NA
5309,CM13_B2_UW34_M5,astounded
5310,F04_B3_UW69_M7,agoraphobia
5311,M16_B3_CW42_M7,NA
5312,M14_B1_LC_M5,charlie
5313,M16_B1_CW95_M8,NA
5314,M16_B3_UW17_M3,NA
5315,F04_B1_UW44_M7,journalism
5316,M16_B2_CW24_M3,NA
5317,M16_B1_UW79_M5,NA
5318,M16_B2_LH_M3,hotel
5319,CM13_B1_LR_M7,romeo
5320,M14_B3_CW82_M3,wire
5321,M14_B3_UW3_M6,fayetteville
5322,M16_B3_LS_M7,ciara
5323,F04_B1_UW13_M6,hypotheses
5324,M16_B3_CW75_M3,no
5325,M14_B2_UW44_M6,beef
5326,CM13_B3_UW58_M8,afterthought
5327,M16_B2_CW67_M6,NA
5328,M16_B2_UW78_M7,NA
5329,M14_B1_CW38_M6,can
5330,F04_B2_UW16_M3,ablution
5331,M16_B3_UW19_M5,not well
5332,CM13_B3_CW99_M3,oh
5333,M14_B2_CW32_M7,why
5334,F04_B1_LR_M3,romeo
5335,F04_B2_UW83_M5,plane
5336,CM13_B2_UW95_M7,pencil
5337,CM13_B3_UW57_M8,washerwoman
5338,CM13_B1_C6_M3,escape
5339,M16_B3_UW1_M7,everything with
5340,M14_B2_C19_M7,NA
5341,F04_B1_UW13_M5,hypotheses
5342,F04_B2_CW90_M8,long
5343,M16_B3_C8_M3,NA
5344,F04_B1_CW51_M5,NA
5345,F04_B1_UW27_M5,bogey's
5346,CM13_B2_CW83_M7,ben
5347,CM13_B2_UW98_M7,ring
5348,M14_B3_CW8_M8,NA
5349,CM13_B1_UW78_M5,interwoven
5350,F04_B1_CW62_M6,wood
5351,F04_B3_LW_M5,whiskey
5352,M14_B3_UW82_M8,soothing
5353,F04_B2_UW87_M5,car
5354,CM13_B2_C4_M5,enter
5355,M16_B2_UW22_M3,ankle
5356,M14_B3_CW18_M8,ants
5357,F04_B1_CW69_M3,NA
5358,M14_B2_UW45_M6,beleaguering
5359,F04_B3_C16_M7,hopper
5360,CM13_B3_CW79_M5,my
5361,M14_B1_CW20_M3,i
5362,CM13_B1_CW30_M7,but
5363,M16_B1_UW94_M3,NA
5364,CM13_B1_CW30_M3,but
5365,CM13_B3_CW22_M8,b
5366,M14_B1_C16_M8,upward
5367,F04_B1_UW84_M6,lilo
5368,CM13_B1_UW28_M3,bouquets
5369,CM13_B3_LN_M7,november
5370,M16_B1_CW68_M6,NA
5371,CM13_B2_CW99_M6,oh
5372,M16_B3_CW81_M3,first
5373,CM13_B2_UW36_M8,authoritative
5374,M16_B3_UW19_M7,NA
5375,M16_B2_D2_M6,2
5376,M16_B3_UW19_M6,not well
5377,F04_B1_CW29_M3,word
5378,F04_B3_CW11_M7,he
5379,F04_B2_CW22_M3,b
5380,CM13_B2_UW3_M8,nuremberg
5381,CM13_B1_CW3_M3,and
5382,CM13_B2_D6_M3,6
5383,M16_B1_LD_M5,delta
5384,F04_B1_CW82_M5,water
5385,CM13_B1_UW12_M7,tickled
5386,M16_B2_D5_M6,fun
5387,CM13_B3_UW40_M5,without
5388,CM13_B2_CW11_M8,he
5389,M14_B3_CW37_M6,your
5390,F04_B3_D4_M3,4
5391,CM13_B1_CW43_M5,each
5392,CM13_B2_LH_M8,hotel
5393,M14_B1_UW55_M6,annoyed
5394,CM13_B3_UW51_M7,multiflora
5395,CM13_B2_UW69_M5,chide
5396,CM13_B3_CW7_M7,is
5397,M14_B2_UW90_M8,carrot
5398,CM13_B2_UW49_M3,betroth
5399,M14_B1_CW94_M8,get
5400,M16_B2_UW79_M3,durable
5401,M16_B3_UW70_M8,12
5402,M16_B2_C11_M8,program
5403,CM13_B3_LY_M6,yankee
5404,M14_B2_CW42_M7,and
5405,M16_B1_CW77_M3,quid
5406,CM13_B1_CW96_M7,made
5407,CM13_B2_UW67_M5,catholic
5408,CM13_B1_UW44_M5,journalism
5409,F04_B2_CW8_M6,you
5410,CM13_B1_CW86_M8,oil
5411,M16_B3_CW30_M5,but
5412,F04_B2_UW69_M7,tried
5413,M14_B3_D5_M7,5
5414,CM13_B1_CW34_M5,where
5415,M16_B1_UW82_M6,house
5416,M16_B1_CW18_M7,NA
5417,M14_B2_LR_M6,romeo
5418,CM13_B2_CW64_M5,like
5419,F04_B2_D3_M8,3
5420,M16_B3_C4_M5,interior
5421,CM13_B1_UW4_M5,irresolute
5422,CM13_B1_UW57_M3,asia
5423,CM13_B2_CW67_M5,time
5424,CM13_B3_UW87_M6,drum
5425,CM13_B1_CW75_M3,no
5426,M16_B1_UW71_M7,NA
5427,M14_B3_UW76_M3,mustache
5428,M16_B1_LU_M8,uniform
5429,CM13_B2_CW37_M8,your
5430,CM13_B2_UW10_M5,sugar
5431,CM13_B1_LA_M5,alpha
5432,CM13_B1_UW15_M8,merchandise
5433,M16_B2_UW38_M8,NA
5434,CM13_B2_UW17_M3,absolved
5435,CM13_B3_CW69_M7,look
5436,M16_B1_CW52_M5,NA
5437,CM13_B1_UW42_M3,inquiries
5438,F04_B3_UW44_M3,NA
5439,CM13_B2_D3_M3,3
5440,F04_B1_CW57_M6,then
5441,M14_B2_C2_M3,backspace
5442,CM13_B3_CW59_M7,so
5443,CM13_B2_CW27_M5,had
5444,CM13_B3_D0_M6,0
5445,M16_B1_UW64_M6,NA
5446,M16_B2_D6_M3,shakes
5447,F04_B2_UW58_M3,49
5448,F04_B1_CW40_M5,aver
5449,CM13_B2_CW77_M5,could
5450,M16_B2_UW8_M7,NA
5451,M16_B3_CW79_M7,NA
5452,CM13_B2_CW85_M6,who
5453,CM13_B3_UW1_M8,enthused
5454,CM13_B3_CW4_M6,NA
5455,CM13_B1_CW72_M6,go
5456,M14_B1_CW32_M5,what
5457,M16_B2_UW69_M7,tide
5458,CM13_B2_UW9_M7,skyward
5459,F04_B1_UW53_M6,advice
5460,M16_B2_CW63_M6,nike
5461,CM13_B1_CW74_M7,number
5462,CM13_B3_UW2_M3,exploit
5463,M14_B3_CW39_M7,send
5464,CM13_B1_UW88_M8,spoon
5465,CM13_B2_UW37_M3,aversion
5466,CM13_B2_CW31_M7,not
5467,M16_B1_CW25_M7,from
5468,F04_B2_D2_M7,2
5469,CM13_B2_CW61_M5,her
5470,CM13_B3_UW5_M7,good
5471,CM13_B1_UW21_M8,achieve
5472,CM13_B3_CW4_M5,NA
5473,F04_B1_C5_M7,cab
5474,CM13_B1_UW51_M7,python
5475,F04_B1_UW66_M6,cobblestone
5476,F04_B1_UW85_M8,telephone
5477,CM13_B1_UW23_M3,autobiography
5478,CM13_B2_LK_M3,kilo
5479,M14_B1_UW70_M3,security
5480,CM13_B2_LO_M8,oscar
5481,M16_B1_CW93_M5,NA
5482,M16_B2_UW97_M7,NA
5483,CM13_B3_UW22_M6,protege
5484,CM13_B1_UW51_M8,python
5485,M16_B3_LO_M7,NA
5486,M16_B2_UW58_M6,boyhood
5487,M16_B1_CW57_M6,NA
5488,M14_B3_UW36_M5,NA
5489,M16_B3_CW47_M5,NA
5490,CM13_B1_UW76_M7,hulk
5491,M14_B2_UW6_M6,roof
5492,F04_B1_CW61_M3,her
5493,CM13_B3_CW80_M3,van
5494,F04_B2_UW29_M6,beijing
5495,CM13_B1_UW74_M6,hallelujah
5496,CM13_B3_CW64_M3,like
5497,F04_B3_CW99_M6,NA
5498,M16_B1_UW4_M5,NA
5499,M14_B1_CW12_M7,was
5500,M16_B3_LM_M8,boring
5501,CM13_B3_UW53_M6,professionals
5502,M16_B3_CW12_M5,was
5503,CM13_B1_CW38_M8,can
5504,CM13_B3_C13_M5,paste
5505,CM13_B1_CW13_M3,4
5506,M14_B3_UW16_M3,moonshine
5507,M14_B2_CW15_M6,ar
5508,CM13_B1_D5_M6,5
5509,CM13_B1_C19_M8,right
5510,M14_B3_CW68_M5,has
5511,CM13_B3_CW11_M5,she
5512,CM13_B3_CW11_M7,she
5513,F04_B3_UW84_M7,pajamas
5514,M14_B1_CW54_M7,NA
5515,F04_B1_LT_M8,tinga
5516,CM13_B3_UW10_M5,iroquois
5517,CM13_B1_UW59_M3,beguile
5518,M14_B1_UW81_M5,moisten
5519,CM13_B1_CW74_M8,number
5520,CM13_B1_CW6_M5,in
5521,M14_B3_LL_M5,lima
5522,M16_B1_UW17_M8,NA
5523,CM13_B2_LX_M7,x-ray
5524,CM13_B3_CW100_M8,yes
5525,CM13_B1_CW42_M6,an
5526,M14_B3_UW100_M7,cramp
5527,CM13_B3_CW97_M7,mets
5528,CM13_B3_D3_M3,3
5529,CM13_B2_CW63_M7,make
5530,F04_B3_D9_M8,9
5531,F04_B1_UW80_M6,massage
5532,CM13_B1_UW83_M6,tree
5533,M16_B1_UW83_M3,free
5534,CM13_B2_UW74_M3,daily news
5535,CM13_B2_CW16_M6,as
5536,F04_B3_CW12_M8,was
5537,CM13_B3_CW9_M3,that
5538,CM13_B2_LO_M6,oscar
5539,M16_B1_CW60_M8,NA
5540,M14_B2_UW18_M5,absorb
5541,CM13_B3_CW41_M5,use
5542,CM13_B3_UW24_M5,regime
5543,M16_B3_C15_M5,kyrie
5544,M14_B3_UW97_M7,watch
5545,CM13_B3_CW51_M8,up
5546,CM13_B3_CW97_M5,mets
5547,M14_B1_CW30_M5,but
5548,CM13_B3_CW11_M8,she
5549,CM13_B3_CW57_M3,them
5550,CM13_B1_UW47_M5,overshadowed
5551,M14_B1_CW86_M7,oil
5552,M16_B1_UW46_M8,NA
5553,CM13_B2_UW95_M3,pencil
5554,M14_B1_UW79_M8,joseph
5555,CM13_B3_CW36_M3,when
5556,M14_B3_CW7_M6,it's
5557,M16_B2_C8_M7,NA
5558,M14_B2_C8_M3,control
5559,F04_B3_UW67_M6,dodgers
5560,CM13_B2_UW77_M6,dispossess
5561,M14_B2_CW48_M5,bear
5562,M14_B1_CW15_M7,ar
5563,CM13_B1_LP_M8,papa
5564,M14_B1_UW29_M8,casualties
5565,M14_B3_CW95_M3,come
5566,CM13_B2_LF_M7,foxtrot
5567,CM13_B2_UW84_M7,swimming
5568,CM13_B3_CW5_M7,2
5569,CM13_B1_UW98_M6,crack
5570,M16_B3_CW39_M8,NA
5571,F04_B2_LG_M7,golf
5572,CM13_B2_UW3_M5,nuremberg
5573,CM13_B3_LP_M7,papa
5574,M16_B3_LG_M8,go
5575,F04_B2_UW4_M7,january
